NU_ANO_CENSO|CO_PESSOA_FISICA|NU_DIA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|IN_NECESSIDADE_ESPECIAL|IN_CEGUEIRA|IN_BAIXA_VISAO|IN_SURDEZ|IN_DEF_AUDITIVA|IN_SURDOCEGUEIRA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|TP_ESCOLARIDADE|TP_NORMAL_MAGISTERIO|TP_SITUACAO_CURSO_1|CO_AREA_CURSO_1|CO_CURSO_1|IN_LICENCIATURA_1|IN_COM_PEDAGOGICA_1|NU_ANO_INICIO_1|NU_ANO_CONCLUSAO_1|TP_TIPO_IES_1|CO_IES_1|TP_SITUACAO_CURSO_2|CO_AREA_CURSO_2|CO_CURSO_2|IN_LICENCIATURA_2|IN_COM_PEDAGOGICA_2|NU_ANO_INICIO_2|NU_ANO_CONCLUSAO_2|TP_TIPO_IES_2|CO_IES_2|TP_SITUACAO_CURSO_3|CO_AREA_CURSO_3|CO_CURSO_3|IN_LICENCIATURA_3|IN_COM_PEDAGOGICA_3|NU_ANO_INICIO_3|NU_ANO_CONCLUSAO_3|TP_TIPO_IES_3|CO_IES_3|IN_DISC_QUIMICA|IN_DISC_FISICA|IN_DISC_MATEMATICA|IN_DISC_BIOLOGIA|IN_DISC_CIENCIAS|IN_DISC_LINGUA_PORTUGUESA|IN_DISC_LINGUA_INGLES|IN_DISC_LINGUA_ESPANHOL|IN_DISC_LINGUA_FRANCES|IN_DISC_LINGUA_OUTRA|IN_DISC_LINGUA_INDIGENA|IN_DISC_ARTES|IN_DISC_EDUCACAO_FISICA|IN_DISC_HISTORIA|IN_DISC_GEOGRAFIA|IN_DISC_FILOSOFIA|IN_DISC_ENSINO_RELIGIOSO|IN_DISC_ESTUDOS_SOCIAIS|IN_DISC_SOCIOLOGIA|IN_DISC_EST_SOCIAIS_SOCIOLOGIA|IN_DISC_INFORMATICA_COMPUTACAO|IN_DISC_PROFISSIONALIZANTE|IN_DISC_ATENDIMENTO_ESPECIAIS|IN_DISC_DIVER_SOCIO_CULTURAL|IN_DISC_LIBRAS|IN_DISC_PEDAGOGICAS|IN_DISC_OUTRAS|IN_ESPECIALIZACAO|IN_MESTRADO|IN_DOUTORADO|IN_POS_NENHUM|IN_ESPECIFICO_CRECHE|IN_ESPECIFICO_PRE_ESCOLA|IN_ESPECIFICO_ANOS_INICIAIS|IN_ESPECIFICO_ANOS_FINAIS|IN_ESPECIFICO_ENS_MEDIO|IN_ESPECIFICO_EJA|IN_ESPECIFICO_ED_ESPECIAL|IN_ESPECIFICO_ED_INDIGENA|IN_ESPECIFICO_CAMPO|IN_ESPECIFICO_AMBIENTAL|IN_ESPECIFICO_DIR_HUMANOS|IN_ESPECIFICO_DIV_SEXUAL|IN_ESPECIFICO_DIR_ADOLESC|IN_ESPECIFICO_AFRO|IN_ESPECIFICO_OUTROS|IN_ESPECIFICO_NENHUM|TP_TIPO_DOCENTE|TP_TIPO_CONTRATACAO|ID_TURMA|TP_TIPO_TURMA|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|CO_CURSO_EDUC_PROFISSIONAL|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_ENTIDADE|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2017|122512975532|8|4|1978|39|39|1|2|1|76|35|3550308|||1|0|||||||||3|0||||||||||||||||||||||||||||0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||11167319|0|1|0|1|0|0|20||3|3506|35026|35159037|35|3543907|354390705|4|1|1|0||1|0|0|0|0|1|0|0
2017|123391199872|23|7|1983|33|34|1|1|1|76|35|3526704|||1|0|||||||||4|3|1|1|145F01|1|||2010||9999999|1|1|145F21|1|||2013||9999999||||||||||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||11167319|0|1|0|1|0|0|20||3|3506|35026|35159037|35|3543907|354390705|4|1|1|0||1|0|0|0|0|1|0|0
2017|110367617209|24|6|1992|24|25|2|1|1|76|35|3543907|||1|0|||||||||4|3|1|7|7,20E+03|0|0||2014|1|7|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||11167319|0|1|0|1|0|0|20||3|3506|35026|35159037|35|3543907|354390705|4|1|1|0||1|0|0|0|0|1|0|0
2017|114385403294|3|11|1989|27|28|1|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|145F21|1|||2012||9999999|||||||||||||||||||0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||11167319|0|1|0|1|0|0|20||3|3506|35026|35159037|35|3543907|354390705|4|1|1|0||1|0|0|0|0|1|0|0
2017|115172519318|21|2|1968|49|49|2|1|1|76|35|3532900|||1|0|||||||||4|3|1|1|145F10|1|||1992||9999999|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||11167318|0|1|0|1|0|0|19||3|3506|35026|35159037|35|3543907|354390705|4|1|1|0||1|0|0|0|0|1|0|0
2017|115177828807|29|12|1968|48|49|2|3|1|76|35|3526902|||1|0|||||||||4|3|1|1|145F15|1|||1997||9999999|||||||||||||||||||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11166150|0|1|0|1|0|0|41||3|3506|35026|35049967|35|3543907|354390705|2|1|||||||||1|0|0
2017|115179034590|20|10|1968|48|49|2|1|1|76|35|3543402|||1|0|||||||||4|3|1|1|146F02|1|||1996|2|517|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11166150|0|1|0|1|0|0|41||3|3506|35026|35049967|35|3543907|354390705|2|1|||||||||1|0|0
2017|121658556673|18|7|1985|31|32|2|2|1|76|35|3538709|||1|0|||||||||4|3|1|1|142P01|1|||2009|2|1854||||||||||||||||||||||||||||||||||||||||||||||0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11180612|0|1|0|1|0|0|1||3|3506|35026|35236385|35|3543907|354390705|3|1|||||||||1|0|0
2017|112329761219|6|3|1997|20|20|2|1|1|76|35|3543907|||1|0|||||||||3|3|2|7|726F01|0||2015||2|4013||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||11180612|0|1|0|1|0|0|1||3|3506|35026|35236385|35|3543907|354390705|3|1|||||||||1|0|0
2017|111802419089|6|12|1986|30|31|2|2|1|76|35|3526902|||1|0|||||||||3|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||11180611|0|1|0|1|0|0|1||3|3506|35026|35236385|35|3543907|354390705|3|1|||||||||1|0|0
2017|112176999885|22|9|1997|19|20|2|3|1|76|35|3543907|||1|0|||||||||3|3|2|3|380D01|0||2016||2|266||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||11180611|0|1|0|1|0|0|1||3|3506|35026|35236385|35|3543907|354390705|3|1|||||||||1|0|0
2017|111883810166|21|2|1994|23|23|2|3|1|76|35|3543907|||1|0|||||||||3|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||11180611|0|1|0|1|0|0|1||3|3506|35026|35236385|35|3543907|354390705|3|1|||||||||1|0|0
2017|111876323255|10|6|1991|25|26|2|1|1|76|35|3543907|||1|0|||||||||3|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||11180610|0|1|0|1|0|0|1||3|3506|35026|35236385|35|3543907|354390705|3|1|||||||||1|0|0
2017|123339073987|13|10|1988|28|29|2|2|1|76|35|3526902|||1|0|||||||||3|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||11180610|0|1|0|1|0|0|1||3|3506|35026|35236385|35|3543907|354390705|3|1|||||||||1|0|0
2017|123998339026|10|1|1987|30|30|2|1|1|76|35|3543907|||1|0|||||||||3|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||11180610|0|1|0|1|0|0|1||3|3506|35026|35236385|35|3543907|354390705|3|1|||||||||1|0|0
2017|110750757506|9|2|1991|26|26|2|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|142P01|1|||2012|2|1043||||||||||||||||||||||||||||||||||||||||||||||1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11180607|5|1|||||||3|3506|35026|35236342|35|3543907|354390705|3|1|||||||||1|0|0
2017|120156142065|11|3|1986|31|31|2|1|1|76|35|3522406|||1|0|||||||||4|3|1|1|142P01|1|||2007|2|266||||||||||||||||||||||||||||||||||||||||||||||1|0|0|0|0|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|1|1|11182400|5|1|||||||3|3506|35026|35286722|35|3543907|354390705|3|1|||||||||1|0|0
2017|120156142065|11|3|1986|31|31|2|1|1|76|35|3522406|||1|0|||||||||4|3|1|1|142P01|1|||2007|2|266||||||||||||||||||||||||||||||||||||||||||||||1|0|0|0|0|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|1|1|11182399|5|1|||||||3|3506|35026|35286722|35|3543907|354390705|3|1|||||||||1|0|0
2017|118638965035|26|1|1969|48|48|2|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|145F17|1|||2007|2|135||||||||||||||||||||||||||||||||||||||||||||||1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|11182398|0|1|0|1|0|0|2||3|3506|35026|35286722|35|3543907|354390705|3|1|||||||||1|0|0
2017|118651044851|21|8|1983|33|34|2|1|1|76|35|3551603|||1|0|||||||||4|3|1|1|146F15|1|||2007|2|1225||||||||||||||||||||||||||||||||||||||||||||||0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11182398|0|1|0|1|0|0|2||3|3506|35026|35286722|35|3543907|354390705|3|1|||||||||1|0|0
2017|128162324410|3|2|1989|28|28|2|1|1|76|35|3526902|||1|0|||||||||4|3|1|1|142P01|1|||2010|2|1444||||||||||||||||||||||||||||||||||||||||||||||0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|11182395|0|1|0|1|0|0|2||3|3506|35026|35286722|35|3543907|354390705|3|1|||||||||1|0|0
2017|118643852197|9|1|1983|34|34|2|1|1|76|35|3526704|||1|0|||||||||4|3|1|1|142P01|1|||2009|2|1437||||||||||||||||||||||||||||||||||||||||||||||1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|0|1|1|0|1|1|11182394|0|1|0|1|0|0|2||3|3506|35026|35286722|35|3543907|354390705|3|1|||||||||1|0|0
2017|118638965035|26|1|1969|48|48|2|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|145F17|1|||2007|2|135||||||||||||||||||||||||||||||||||||||||||||||1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|11182394|0|1|0|1|0|0|2||3|3506|35026|35286722|35|3543907|354390705|3|1|||||||||1|0|0
2017|176198134201|15|2|1983|34|34|1|1|1|76|35|3538709|||1|0|||||||||4|3|1|1|146F15|1|||2016||9999999||||||||||||||||||||||||||||||||||||||||||||||0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|1|2|11182394|0|1|0|1|0|0|2||3|3506|35026|35286722|35|3543907|354390705|3|1|||||||||1|0|0
2017|118638965035|26|1|1969|48|48|2|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|145F17|1|||2007|2|135||||||||||||||||||||||||||||||||||||||||||||||1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|11182393|0|1|0|1|0|0|2||3|3506|35026|35286722|35|3543907|354390705|3|1|||||||||1|0|0
2017|118644061606|24|7|1982|34|35|2|3|1|76|35|3551702|||1|0|||||||||4|3|1|1|142P01|1|||2009|2|1437||||||||||||||||||||||||||||||||||||||||||||||1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|11182393|0|1|0|1|0|0|2||3|3506|35026|35286722|35|3543907|354390705|3|1|||||||||1|0|0
2017|130420939724|18|1|1974|43|43|2|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|142P01|1|||2016||9999999||||||||||||||||||||||||||||||||||||||||||||||0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11182393|0|1|0|1|0|0|2||3|3506|35026|35286722|35|3543907|354390705|3|1|||||||||1|0|0
2017|118638965035|26|1|1969|48|48|2|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|145F17|1|||2007|2|135||||||||||||||||||||||||||||||||||||||||||||||1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|11182392|0|1|0|1|0|0|2||3|3506|35026|35286722|35|3543907|354390705|3|1|||||||||1|0|0
2017|176198133906|13|1|1980|37|37|2|3|1|76|35|3543907|||1|0|||||||||4|3|1|1|142P01|1|||2016|1|56||||||||||||||||||||||||||||||||||||||||||||||0|0|0|1|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|11182392|0|1|0|1|0|0|2||3|3506|35026|35286722|35|3543907|354390705|3|1|||||||||1|0|0
2017|176198134201|15|2|1983|34|34|1|1|1|76|35|3538709|||1|0|||||||||4|3|1|1|146F15|1|||2016||9999999||||||||||||||||||||||||||||||||||||||||||||||0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|1|2|11182392|0|1|0|1|0|0|2||3|3506|35026|35286722|35|3543907|354390705|3|1|||||||||1|0|0
2017|115187087303|1|9|1974|42|43|2|1|1|76|35|3512803|||1|0|||||||||4|3|1|1|145F11|1|||2004||9999999|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|1|0|0|0|1|0|1|0|0|0|0|0|1|0|1|1|11165895|0|1|0|1|0|0|41||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|115193767663|5|8|1963|53|54|2|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|146F15|1|||1987|2|707|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11165895|0|1|0|1|0|0|41||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|120992612704|23|6|1987|29|30|2|1|1|76|35|3509502|||1|0|||||||||4|3|1|1|145F18|1|||2008|1|56|||||||||||||||||||0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11165895|0|1|0|1|0|0|41||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|125332893964|11|9|1987|29|30|2|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|145F01|1|||2013|1|56|||||||||||||||||||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11165895|0|1|0|1|0|0|41||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|128160497953|27|3|1971|46|46|2|1|1|76|35|3543907|||1|0|||||||||3|3|2|1|145F11|1||2013||2|953|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0||0|0|0||||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|11165895|0|1|0|1|0|0|41||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|123997301270|28|3|1971|46|46|2|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|145F18|1|||1998|1|56|1|1|142P01|1|||2009||9999999||||||||||0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11165894|0|1|0|1|0|0|21||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|115177828807|29|12|1968|48|49|2|3|1|76|35|3526902|||1|0|||||||||4|3|1|1|145F15|1|||1997||9999999|||||||||||||||||||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11165894|0|1|0|1|0|0|21||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|115193983447|13|1|1969|48|48|1|1|1|76|35|3505708|||1|0|||||||||4|3|1|1|145F10|1|||1992||9999999|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11165894|0|1|0|1|0|0|21||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|115193767663|5|8|1963|53|54|2|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|146F15|1|||1987|2|707|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11165894|0|1|0|1|0|0|21||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|121951561391|16|4|1984|33|33|2|1|1|76|35|3520509|||1|0|||||||||4|3|1|1|145F01|1|||2009|2|1149|||||||||||||||||||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|11165894|0|1|0|1|0|0|21||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|121657186600|22|7|1982|34|35|1|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|145F24|1|||2009|2|125|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11165894|0|1|0|1|0|0|21||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|122510072454|21|11|1986|30|31|2|0|1|76|35|3514502|||1|0|||||||||4|3|1|1|145F15|1|||2009||9999999|||||||||||||||||||0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11165894|0|1|0|1|0|0|21||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|128160497953|27|3|1971|46|46|2|1|1|76|35|3543907|||1|0|||||||||3|3|2|1|145F11|1||2013||2|953|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0||0|0|0||||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|11165894|0|1|0|1|0|0|21||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|122442509970|29|5|1980|37|37|1|0|1|76|35|3502804|||1|0|||||||||4|3|1|1|145F15|1|||2008||9999999|||||||||||||||||||0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11165893|0|1|0|1|0|0|21||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|123997301270|28|3|1971|46|46|2|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|145F18|1|||1998|1|56|1|1|142P01|1|||2009||9999999||||||||||0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11165893|0|1|0|1|0|0|21||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|115193837971|6|5|1984|33|33|1|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|145F10|1|||2005||9999999|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11165893|0|1|0|1|0|0|21||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|115177828807|29|12|1968|48|49|2|3|1|76|35|3526902|||1|0|||||||||4|3|1|1|145F15|1|||1997||9999999|||||||||||||||||||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11165893|0|1|0|1|0|0|21||3|3506|35026|35021726|35|3543907|354390705|2|1|||||||||1|0|0
2017|123997639395|28|7|1985|31|32|2|1|1|76|35|3543907|||1|0|||||||||3|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||11183144|0|1|0|1|0|0|1||3|3506|35026|35583844|35|3543907|354390705|3|1|||||||||1|0|0
2017|117298047808|25|11|1980|36|37|2|1|1|76|13|1302603|||1|0|||||||||4|3|1|1|142P01|1|||2004|1|4||||||||||||||||||||||||||||||||||||||||||||||0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11183144|0|1|0|1|0|0|1||3|3506|35026|35583844|35|3543907|354390705|3|1|||||||||1|0|0
2017|128160656504|14|2|1987|30|30|1|1|1|76|35|3526902|||1|0|||||||||4|3|1|1|146F15|1|||2007||9999999|1|1|142P01|1|||2016||9999999|||||||||||||||||||||||||||||||||||||0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|11183144|0|1|0|1|0|0|1||3|3506|35026|35583844|35|3543907|354390705|3|1|||||||||1|0|0
2017|110065947443|18|1|1998|19|19|2|3|1|76|35|3543907|||1|0|||||||||3|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||11183144|0|1|0|1|0|0|1||3|3506|35026|35583844|35|3543907|354390705|3|1|||||||||1|0|0
2017|112939789494|21|11|1991|25|26|2|1|1|76|21|2102101|||1|0|||||||||3|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||11183143|0|1|0|1|0|0|1||3|3506|35026|35583844|35|3543907|354390705|3|1|||||||||1|0|0
2017|176198477230|4|8|1988|28|29|2|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|142P01|1|||2015|2|1854||||||||||||||||||||||||||||||||||||||||||||||0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11183143|0|1|0|1|0|0|1||3|3506|35026|35583844|35|3543907|354390705|3|1|||||||||1|0|0
2017|118763943823|11|4|1997|20|20|2|1|1|76|26|2601201|||1|0|||||||||3|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||11183143|0|1|0|1|0|0|1||3|3506|35026|35583844|35|3543907|354390705|3|1|||||||||1|0|0
2017|130421138920|19|1|1974|43|43|2|2|1|76|35|3550308|||1|0|||||||||3|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||11183142|0|1|0|1|0|0|1||3|3506|35026|35583844|35|3543907|354390705|3|1|||||||||1|0|0
2017|176198477230|4|8|1988|28|29|2|1|1|76|35|3543907|||1|0|||||||||4|3|1|1|142P01|1|||2015|2|1854||||||||||||||||||||||||||||||||||||||||||||||0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|11183142|0|1|0|1|0|0|1||3|3506|35026|35583844|35|3543907|354390705|3|1|||||||||1|0|0
2017|120156083034|8|3|1982|35|35|2|2|1|76|35|3543907|||1|0|||||||||4|3|1|1|142P01|1|||2004|2|125||||||||||||||||||||||||||||||||||||||||||||||0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|11183141|0|1|0|1|0|0|1||3|3506|35026|35583844|35|3543907|354390705|3|1|||||||||1|0|0
2017|110136841766|30|10|1997|19|20|2|1|1|76|35|3543907|||1|0|||||||||3|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||11183141|0|1|0|1|0|0|1||3|3506|35026|35583844|35|3543907|354390705|3|1|||||||||1|0|0
2017|130421138768|20|8|1965|51|52|2|2|1|76|35|3543907|||1|0|||||||||3|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||11183141|0|1|0|1|0|0|1||3|3506|35026|35583844|35|3543907|354390705|3|1|||||||||1|0|0
2017|120156083034|8|3|1982|35|35|2|2|1|76|35|3543907|||1|0|||||||||4|3|1|1|142P01|1|||2004|2|125||||||||||||||||||||||||||||||||||||||||||||||0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|11183140|0|1|0|1|0|0|1||3|3506|35026|35583844|35|3543907|354390705|3|1|||||||||1|0|0
2017|130421138849|18|7|1975|41|42|2|1|1|76|35|3543907|||1|0|||||||||3|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||11183140|0|1|0|1|0|0|1||3|3506|35026|35583844|35|3543907|354390705|3|1|||||||||1|0|0
