NU_ANO_CENSO|ID_TURMA|NO_TURMA|TX_HR_INICIAL|TX_MI_INICIAL|NU_DURACAO_TURMA|NU_MATRICULAS|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|CO_CURSO_EDUC_PROFISSIONAL|TP_TIPO_TURMA|IN_MAIS_EDUCACAO|NU_DIAS_ATIVIDADE|IN_DIA_SEMANA_DOMINGO|IN_DIA_SEMANA_SEGUNDA|IN_DIA_SEMANA_TERCA|IN_DIA_SEMANA_QUARTA|IN_DIA_SEMANA_QUINTA|IN_DIA_SEMANA_SEXTA|IN_DIA_SEMANA_SABADO|CO_TIPO_ATIVIDADE_1|CO_TIPO_ATIVIDADE_2|CO_TIPO_ATIVIDADE_3|CO_TIPO_ATIVIDADE_4|CO_TIPO_ATIVIDADE_5|CO_TIPO_ATIVIDADE_6|IN_BRAILLE|IN_RECURSOS_BAIXA_VISAO|IN_PROCESSOS_MENTAIS|IN_ORIENTACAO_MOBILIDADE|IN_SINAIS|IN_COMUNICACAO_ALT_AUMENT|IN_ENRIQ_CURRICULAR|IN_SOROBAN|IN_INFORMATICA_ACESSIVEL|IN_PORT_ESCRITA|IN_AUTONOMIA_ESCOLAR|IN_DISC_QUIMICA|IN_DISC_FISICA|IN_DISC_MATEMATICA|IN_DISC_BIOLOGIA|IN_DISC_CIENCIAS|IN_DISC_LINGUA_PORTUGUESA|IN_DISC_LINGUA_INGLES|IN_DISC_LINGUA_ESPANHOL|IN_DISC_LINGUA_FRANCES|IN_DISC_LINGUA_OUTRA|IN_DISC_LINGUA_INDIGENA|IN_DISC_ARTES|IN_DISC_EDUCACAO_FISICA|IN_DISC_HISTORIA|IN_DISC_GEOGRAFIA|IN_DISC_FILOSOFIA|IN_DISC_ENSINO_RELIGIOSO|IN_DISC_ESTUDOS_SOCIAIS|IN_DISC_SOCIOLOGIA|IN_DISC_EST_SOCIAIS_SOCIOLOGIA|IN_DISC_INFORMATICA_COMPUTACAO|IN_DISC_PROFISSIONALIZANTE|IN_DISC_ATENDIMENTO_ESPECIAIS|IN_DISC_DIVER_SOCIO_CULTURAL|IN_DISC_LIBRAS|IN_DISC_PEDAGOGICAS|IN_DISC_OUTRAS|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2017|11182387|D00607213141542|13|0|240|25|1|0|1|0|0|1||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182388|H00601215403858|13|0|240|17|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182389|D00601213141609|13|0|240|24|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182390|I00601215403866|13|0|270|17|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182391|E00601213141674|13|0|240|23|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182392|H00602215403882|13|0|240|17|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182393|F00601213141682|13|0|240|24|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182394|I00602215403890|13|0|240|16|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11124289|11406212529507|12|30|320|33|1|0|1|0|0|19||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905586|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124290|21406212529515|12|30|320|33|1|0|1|0|0|19||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905586|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124291|31406212529523|12|30|320|28|1|0|1|0|0|19||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905586|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124292|41406212529531|12|30|320|27|1|0|1|0|0|19||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905586|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124293|11407212529549|12|30|320|28|1|0|1|0|0|20||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905586|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124294|21407212529556|12|30|320|27|1|0|1|0|0|20||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905586|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124295|31407212529564|12|30|320|27|1|0|1|0|0|20||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905586|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124296|41407212529572|12|30|320|29|1|0|1|0|0|20||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905586|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124297|20201212529598|19|0|240|23|1|0|1|0|0|25||0|1|5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0||||0||0|35905586|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124298|10202212529606|19|0|240|24|1|0|1|0|0|26||0|1|5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0||||0||0|35905586|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124299|20203212529614|19|0|240|27|1|0|1|0|0|27||0|1|5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0||||0||0|35905586|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124300|10509212529622|19|0|240|22|1|0|0|1|0|71||0||5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0||||0||0|35905586|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124301|10510212529630|19|0|240|35|1|0|0|1|0|71||0||5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0||||0||0|35905586|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124302|10511212529648|19|0|240|34|1|0|0|1|0|71||0||5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0||||0||0|35905586|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11165885|100201214973554|7|0|320|40|1|0|1|0|0|25||0|1|5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0||||0||0|35021702|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11165886|10201212522833|7|0|320|38|1|0|1|0|0|25||0|1|5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0||||0||0|35021726|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11165887|20201212522841|7|0|320|39|1|0|1|0|0|25||0|1|5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0||||0||0|35021726|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11165888|10202212522858|7|0|320|35|1|0|1|0|0|26||0|1|5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0||||0||0|35021726|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11165889|10203212522866|7|0|320|40|1|0|1|0|0|27||0|1|5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0||||0||0|35021726|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11165890|20203212522874|7|0|320|40|1|0|1|0|0|27||0|1|5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0||||0||0|35021726|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11165891|11408212522767|7|0|320|35|1|0|1|0|0|21||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35021726|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11165892|21408212522775|7|0|320|35|1|0|1|0|0|21||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35021726|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11166924|B01402215346370|7|40|260|23|1|0|1|0|0|15||0||5|0|1|1|1|1|1|0||||||||||||||||||||1||1|1|1|0|0|0|0|1|1|1|1|0|0|1||1|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166925|A01403215346396|7|40|260|20|1|0|1|0|0|16||0||5|0|1|1|1|1|1|0||||||||||||||||||||1||1|1|1|0|0|0|0|1|1|1|1|0|0|1||1|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166926|B01403215346404|7|40|260|20|1|0|1|0|0|16||0||5|0|1|1|1|1|1|0||||||||||||||||||||1||1|1|1|0|0|0|0|1|1|1|1|0|0|1||1|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166927|A01404215346420|7|40|260|22|1|0|1|0|0|17||0||5|0|1|1|1|1|1|0||||||||||||||||||||1||1|1|1|0|0|0|0|1|1|1|1|0|0|1||1|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166928|B01404215346438|7|40|260|21|1|0|1|0|0|17||0||5|0|1|1|1|1|1|0||||||||||||||||||||1||1|1|1|0|0|0|0|1|1|1|1|0|0|1||1|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166929|A01405215346446|7|40|260|26|1|0|1|0|0|18||0||5|0|1|1|1|1|1|0||||||||||||||||||||1||1|1|1|0|0|0|0|1|1|1|1|0|0|0||0|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166930|B01405215346453|7|40|260|25|1|0|1|0|0|18||0||5|0|1|1|1|1|1|0||||||||||||||||||||1||1|1|1|0|0|0|0|1|1|1|1|0|0|0||0|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166931|A01406215346479|7|10|315|26|1|0|1|0|0|19||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|1|0|0|0|1|1|1|1|1|0||1|1|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166932|B01406215346487|7|10|315|26|1|0|1|0|0|19||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|1|0|0|0|1|1|1|1|1|0||1|1|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166933|C01406215346495|7|10|315|26|1|0|1|0|0|19||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|1|0|0|0|1|1|1|1|1|0||1|1|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166934|A01407215346503|7|10|315|30|1|0|1|0|0|20||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|1|0|0|0|1|1|1|1|1|0||1|1|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166935|B01407215346511|7|10|315|28|1|0|1|0|0|20||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|1|0|0|0|1|1|1|1|1|0||1|1|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166936|C01407215346529|7|10|315|32|1|0|1|0|0|20||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|1|0|0|0|1|1|1|1|1|0||1|1|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166937|A01408215542762|7|10|315|29|1|0|1|0|0|21||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|1|0|0|0|1|1|1|1|1|0||1|1|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166938|B01408215542770|7|0|325|28|1|0|1|0|0|21||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|1|0|0|0|1|1|1|1|1|0||1|1|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166939|C01408215542788|7|0|325|28|1|0|1|0|0|21||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|1|0|0|0|1|1|1|1|1|0||1|1|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11166940|A01409215542796|7|0|325|30|1|0|1|0|0|41||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|1|0|0|0|1|1|1|1|1|0||1|1|1||||0||1|35114078|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11182371|A00607213141518|7|30|240|25|1|0|1|0|0|1||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182372|E00607215403825|7|30|240|19|1|0|1|0|0|1||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182373|B00607213141526|7|30|240|23|1|0|1|0|0|1||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182374|G00601215403841|7|30|240|18|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182375|A00601213141575|7|30|240|18|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182376|G00602215403874|7|30|240|18|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182377|B00601213141583|7|0|270|18|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182378|C00601213141591|7|30|240|21|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182379|G00607215899584|7|30|240|19|1|0|1|0|0|1||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182395|D00602213708977|13|0|240|21|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182396|C00606216012112|13|0|240|20|1|0|1|0|0|1||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182397|E00602213708985|13|0|240|23|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182398|F00602213708993|13|0|240|23|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182399|A03200214215162|7|30|240|3|1|||||||5||5|0|1|1|1|1|1|0|||||||0|1|1|1|0|1|1|0|1|1|1||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182400|B03200214215170|13|0|240|4|1|||||||5||5|0|1|1|1|1|1|0|||||||0|1|1|1|0|1|1|0|1|1|1||||||||||||||||||||||||||||35286722|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11124303|10201212529127|7|0|320|36|1|0|1|0|0|25||0|1|5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0||||0||0|35905598|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124304|11408212529036|7|0|320|29|1|0|1|0|0|21||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905598|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124305|21408212529044|7|0|320|31|1|0|1|0|0|21||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905598|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124306|31408212529051|7|0|320|29|1|0|1|0|0|21||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905598|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124307|41408212529069|7|0|320|31|1|0|1|0|0|21||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905598|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124308|11409212529077|7|0|320|29|1|0|1|0|0|41||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905598|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124309|21409212529085|7|0|320|28|1|0|1|0|0|41||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905598|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124310|31409212529093|7|0|320|29|1|0|1|0|0|41||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905598|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11124311|41409212529101|7|0|320|27|1|0|1|0|0|41||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35905598|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11166885|MF1406215010927|7|10|270|13|1|0|1|0|0|19||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|1||||0||1|35114042|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|1|1|0|0
2017|11166886|MF1408215010943|7|10|270|20|1|0|1|0|0|21||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|1||||0||1|35114042|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|1|1|0|0
2017|11166887|MF1407215010935|7|10|270|19|1|0|1|0|0|20||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|1||||0||1|35114042|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|1|1|0|0
2017|11166888|MF1409215010950|7|10|270|26|1|0|1|0|0|41||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|1||||0||1|35114042|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|1|1|0|0
2017|11166889|MF2503215010984|7|10|320|21|1|0|1|0|1|32|4050|0||5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|0|1|1|1|1|0||1|1|1|1|||0||0|35114042|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|1|1|0|0
2017|11182269|A00604213018435|7|0|600|12|1|0|1|0|0|1||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35283812|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182270|A00605213018443|7|0|600|16|1|0|1|0|0|1||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35283812|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182271|A00606213018450|7|0|600|20|1|0|1|0|0|1||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35283812|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182272|A00607213018468|7|0|600|20|1|0|1|0|0|1||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35283812|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182273|A00601213056948|7|0|600|21|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35283812|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182274|B00601213056955|7|0|600|20|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35283812|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182275|A00602213056963|7|0|600|21|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35283812|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182276|A03200216106161|13|0|240|3|1|||||||5||5|0|1|1|1|1|1|0|||||||0|0|1|0|0|0|0|0|1|0|1||||||||||||||||||||||||||||35283812|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11182277|A01402212779722|7|0|270|19|1|0|1|0|0|15||0|0|5|0|1|1|1|1|1|0||||||||||||||||||||1||0|1|0|0|0|0|0|1|1|0|0|0|0|0||0|0||||0||1|35285959|3|3506|35026|35|3543907|354390715|3|1|||||||||1|0|0
2017|11182278|A01403212779730|7|0|270|20|1|0|1|0|0|16||0|0|5|0|1|1|1|1|1|0||||||||||||||||||||1||0|1|0|0|0|0|0|1|1|0|0|0|0|0||0|0||||0||1|35285959|3|3506|35026|35|3543907|354390715|3|1|||||||||1|0|0
2017|11182279|A01404212779748|7|0|270|24|1|0|1|0|0|17||0|0|5|0|1|1|1|1|1|0||||||||||||||||||||1||1|1|1|0|0|0|0|1|1|1|1|0|0|0||0|0||||0||0|35285959|3|3506|35026|35|3543907|354390715|3|1|||||||||1|0|0
2017|11182280|A01405212779755|7|0|270|22|1|0|1|0|0|18||0|0|5|0|1|1|1|1|1|0||||||||||||||||||||1||1|1|1|0|0|0|0|1|1|1|1|0|0|0||0|0||||0||0|35285959|3|3506|35026|35|3543907|354390715|3|1|||||||||1|0|0
2017|11182281|A02601214145773|7|30|240|14|1|||||||4|0|5|0|1|1|1|1|1|0|12003|12007|21001|29999|13108|11011|||||||||||||||||||||||||||||||||||||||35285959|3|3506|35026|35|3543907|354390715|3|1|||||||||1|0|0
2017|11181021|F03300214954240|7|0|270|5|1|1|1|0|0|22||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0|0|0|0|0||||0||0|35267326|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11181022|G03300214954257|7|0|270|8|1|1|1|0|0|18||0|1|5|0|1|1|1|1|1|0||||||||||||||||||||1||1|1|1|0|0|0|0|1|1|1|1|0|0|0||0|0||||0||0|35267326|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11181023|B01401212819668|13|0|270|14|1|0|1|0|0|14||0|1|5|0|1|1|1|1|1|0||||||||||||||||||||1||1|1|0|0|0|0|0|1|1|1|1|0|0|0||0|0||||0||1|35267326|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11181024|C01401212819676|13|0|270|19|1|0|1|0|0|14||0|1|5|0|1|1|1|1|1|0||||||||||||||||||||1||1|1|0|0|0|0|0|1|1|1|1|0|0|0||0|0||||0||1|35267326|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11181025|C01402212819700|13|0|270|24|1|0|1|0|0|15||0|1|5|0|1|1|1|1|1|0||||||||||||||||||||1||1|1|0|0|0|0|0|1|1|1|1|0|0|0||0|0||||0||1|35267326|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
