NU_ANO_CENSO|ID_TURMA|NO_TURMA|TX_HR_INICIAL|TX_MI_INICIAL|NU_DURACAO_TURMA|NU_MATRICULAS|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|CO_CURSO_EDUC_PROFISSIONAL|TP_TIPO_TURMA|IN_MAIS_EDUCACAO|NU_DIAS_ATIVIDADE|IN_DIA_SEMANA_DOMINGO|IN_DIA_SEMANA_SEGUNDA|IN_DIA_SEMANA_TERCA|IN_DIA_SEMANA_QUARTA|IN_DIA_SEMANA_QUINTA|IN_DIA_SEMANA_SEXTA|IN_DIA_SEMANA_SABADO|CO_TIPO_ATIVIDADE_1|CO_TIPO_ATIVIDADE_2|CO_TIPO_ATIVIDADE_3|CO_TIPO_ATIVIDADE_4|CO_TIPO_ATIVIDADE_5|CO_TIPO_ATIVIDADE_6|IN_BRAILLE|IN_RECURSOS_BAIXA_VISAO|IN_PROCESSOS_MENTAIS|IN_ORIENTACAO_MOBILIDADE|IN_SINAIS|IN_COMUNICACAO_ALT_AUMENT|IN_ENRIQ_CURRICULAR|IN_SOROBAN|IN_INFORMATICA_ACESSIVEL|IN_PORT_ESCRITA|IN_AUTONOMIA_ESCOLAR|IN_DISC_QUIMICA|IN_DISC_FISICA|IN_DISC_MATEMATICA|IN_DISC_BIOLOGIA|IN_DISC_CIENCIAS|IN_DISC_LINGUA_PORTUGUESA|IN_DISC_LINGUA_INGLES|IN_DISC_LINGUA_ESPANHOL|IN_DISC_LINGUA_FRANCES|IN_DISC_LINGUA_OUTRA|IN_DISC_LINGUA_INDIGENA|IN_DISC_ARTES|IN_DISC_EDUCACAO_FISICA|IN_DISC_HISTORIA|IN_DISC_GEOGRAFIA|IN_DISC_FILOSOFIA|IN_DISC_ENSINO_RELIGIOSO|IN_DISC_ESTUDOS_SOCIAIS|IN_DISC_SOCIOLOGIA|IN_DISC_EST_SOCIAIS_SOCIOLOGIA|IN_DISC_INFORMATICA_COMPUTACAO|IN_DISC_PROFISSIONALIZANTE|IN_DISC_ATENDIMENTO_ESPECIAIS|IN_DISC_DIVER_SOCIO_CULTURAL|IN_DISC_LIBRAS|IN_DISC_PEDAGOGICAS|IN_DISC_OUTRAS|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2017|11123832|132502215290172|7|0|320|18|1|0|1|0|1|31|4050|0||5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0|1|||0||1|35263072|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|0|1|0|0
2017|11123833|142501215290180|7|0|300|29|1|0|1|0|1|30|3044|0||5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0|1|||0||1|35263072|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|0|1|0|0
2017|11123834|152502215290198|7|0|320|17|1|0|1|0|1|31|4050|0||5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0|1|||0||1|35263072|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|0|1|0|0
2017|11123835|152503215290206|7|0|320|22|1|0|1|0|1|32|3044|0||5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|0|1|1|1|1|0||1|1|0|1|||0||1|35263072|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|0|1|0|0
2017|11123836|172503215290214|7|0|320|17|1|0|1|0|1|32|4050|0||5|0|1|1|1|1|1|0||||||||||||||||||1|1|1|1||1|1|0|0|0|0|1|1|1|1|1|0||1|1|0|1|||0||1|35263072|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|0|1|0|0
2017|11123837|501407215290099|13|0|320|13|1|0|1|0|0|20||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|1||||0||1|35263072|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|0|1|0|0
2017|11123838|901409215290131|13|0|320|16|1|0|1|0|0|41||0||5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|1||||0||1|35263072|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|0|1|0|0
2017|11123839|111401215290156|13|0|300|16|1|0|1|0|0|14||0||5|0|1|1|1|1|1|0||||||||||||||||||||1||1|1|1|0|0|0|0|1|1|1|1|0|0|0||0|0||||0||1|35263072|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|0|1|0|0
2017|11123840|213501215290263|19|0|240|27|1|0|0|0|1|40|3044|0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||1||||||35263072|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|0|1|0|0
2017|11123841|223501215290271|19|0|240|12|1|0|0|0|1|40|4058|0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||1||||||35263072|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|0|1|0|0
