NU_ANO_CENSO|ID_MATRICULA|CO_PESSOA_FISICA|NU_DIA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|NU_DURACAO_TURMA|NU_DUR_ATIV_COMP_MESMA_REDE|NU_DUR_ATIV_COMP_OUTRAS_REDES|NU_DUR_AEE_MESMA_REDE|NU_DUR_AEE_OUTRAS_REDES|NU_DIAS_ATIVIDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|TP_OUTRO_LOCAL_AULA|IN_TRANSPORTE_PUBLICO|TP_RESPONSAVEL_TRANSPORTE|IN_TRANSP_VANS_KOMBI|IN_TRANSP_MICRO_ONIBUS|IN_TRANSP_ONIBUS|IN_TRANSP_BICICLETA|IN_TRANSP_TR_ANIMAL|IN_TRANSP_OUTRO_VEICULO|IN_TRANSP_EMBAR_ATE5|IN_TRANSP_EMBAR_5A15|IN_TRANSP_EMBAR_15A35|IN_TRANSP_EMBAR_35|IN_TRANSP_TREM_METRO|IN_NECESSIDADE_ESPECIAL|IN_CEGUEIRA|IN_BAIXA_VISAO|IN_SURDEZ|IN_DEF_AUDITIVA|IN_SURDOCEGUEIRA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SINDROME_ASPERGER|IN_SINDROME_RETT|IN_TRANSTORNO_DI|IN_SUPERDOTACAO|IN_RECURSO_LEDOR|IN_RECURSO_TRANSCRICAO|IN_RECURSO_INTERPRETE|IN_RECURSO_LIBRAS|IN_RECURSO_LABIAL|IN_RECURSO_BRAILLE|IN_RECURSO_AMPLIADA_16|IN_RECURSO_AMPLIADA_20|IN_RECURSO_AMPLIADA_24|IN_RECURSO_NENHUM|TP_INGRESSO_FEDERAIS|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|ID_TURMA|CO_CURSO_EDUC_PROFISSIONAL|TP_UNIFICADA|TP_TIPO_TURMA|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2017|267238212|121718514904|2|7|2007|9|10|270|240|0|0|0|5|2|0|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|17|11122977|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238122|120155828516|17|9|2007|9|10|270|0|0|0|0|5|2|3|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|17|11122977|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238264|122513410300|2|11|2007|9|10|270|0|0|0|0|5|2|1|1|76|35|3550308|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|17|11122977|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238726|130538359322|16|3|2012|5|5|240|0|0|0|0|5|2|3|1|76|35|3511102|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238740|176160410279|24|1|2012|5|5|240|0|0|0|0|5|2|1|1|76|35|3501608|0|0|2|3|1|2|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238620|124033289282|29|8|2011|5|6|240|240|0|0|0|5|1|2|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238730|124338473389|3|8|2011|5|6|240|0|0|0|0|5|2|1|1|76|27|2704302|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238579|124043881770|12|9|2011|5|6|240|0|0|0|0|5|2|3|1|76|35|3526704|0|0|2|3|1|2|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238704|130420470408|28|10|2011|5|6|240|0|0|0|0|5|2|1|1|76|35|3543907|0|0|2|3|1|2|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238589|125332913906|19|5|2011|6|6|240|0|0|0|0|5|1|3|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238630|128160622952|17|5|2011|6|6|240|240|0|0|0|5|1|1|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238603|128160622529|8|10|2011|5|6|240|240|0|0|0|5|2|1|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238551|123343963460|5|4|2011|6|6|240|240|0|0|0|5|1|3|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238637|128160623258|17|6|2011|5|6|240|0|0|0|0|5|1|3|1|76|35|3556206|0|0|2|3|1|2|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238577|125906744060|28|1|2012|5|5|240|0|0|0|0|5|2|1|1|76|35|3538709|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238542|123343959609|5|4|2011|6|6|240|240|0|0|0|5|1|1|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238656|128160584090|26|1|2012|5|5|240|0|0|0|0|5|2|0|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238544|123344038302|18|5|2011|6|6|240|240|0|0|0|5|2|3|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238593|125330775344|15|2|2012|5|5|240|0|0|0|0|5|1|0|1|76|35|3526704|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122989|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238716|130420471218|1|2|2013|4|4|240|0|0|0|0|5|1|1|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122991|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238576|128160622448|18|6|2012|4|5|240|0|0|0|0|5|2|3|1|76|35|3543907|0|0|1|3|1|2|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122991|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238703|130420470327|24|9|2012|4|5|240|0|0|0|0|5|2|1|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122991|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238608|128160646622|20|6|2012|4|5|240|0|0|0|0|5|2|1|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122991|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238721|130420471722|7|5|2012|5|5|240|0|0|0|0|5|1|1|1|76|35|3543907|0|0|2|3|1|2|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122991|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238700|130420470165|20|5|2012|5|5|240|0|0|0|0|5|2|1|1|76|35|3543907|0|0|2|3|1|2|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122991|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238702|176160409777|7|3|2013|4|4|240|0|0|0|0|5|2|1|1|76|35|3543907|0|0|2|3|1|2|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122991|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238698|130420469906|13|3|2013|4|4|240|0|0|0|0|5|1|1|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122991|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238737|130323425380|5|7|2012|4|5|240|0|0|0|0|5|2|0|1|76|35|3523107|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122991|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238578|123999106998|16|8|2012|4|5|240|0|0|0|0|5|1|1|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122991|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238580|123999107536|25|6|2012|4|5|240|0|0|0|0|5|1|1|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122991|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238706|130420440096|22|2|2013|4|4|240|0|0|0|0|5|1|2|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122991|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238699|130420470084|26|2|2013|4|4|240|0|0|0|0|5|2|1|1|76|35|3543907|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|11122991|0|0|0|35078694|3|3506|35026|35|3543907|354390710|3|2|0|0|0|0|0|0|0|0|1|0|0
2017|267257952|118415406257|8|1|2000|17|17|320|0|0|0|0|5|1|3|1|76|26|2601201|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|41|11123943|0|3|2|35296351|3|3506|35026|35|3543907|354390705|2|2|0|0|0|0|0|0|0|0|1|0|0
2017|267238285|122512356980|18|6|2009|7|8|270|0|0|0|0|5|1|3|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|15|11122966|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238379|123998050972|6|11|2009|7|8|270|0|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|15|11122966|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238291|122512574627|25|3|2010|7|7|270|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|15|11122966|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238248|122512641243|5|8|2008|8|9|270|0|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122967|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238251|122512641677|3|11|2008|8|9|270|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122967|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238244|123343630658|25|12|2008|8|9|270|0|0|0|0|5|2|0|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122967|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238272|120994450019|27|10|2008|8|9|270|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122967|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238410|125332665074|15|9|2008|8|9|270|0|0|0|0|5|1|3|1|76|28|2800308|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122967|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238179|121658378392|22|9|2008|8|9|270|0|0|0|0|5|2|3|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122967|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238321|123343342784|14|6|2008|8|9|270|0|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122967|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238320|123343342008|25|6|2008|8|9|270|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122967|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238216|121658381938|17|5|2008|9|9|270|0|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122967|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238121|120183323091|28|6|2007|9|10|270|0|0|0|0|5|1|2|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122967|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238167|121714572101|16|7|2008|8|9|270|0|0|0|0|5|2|0|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122967|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238136|120993917428|12|6|2008|8|9|270|240|0|0|0|5|1|2|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122967|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238282|122513347187|5|2|2009|8|8|270|0|0|0|0|5|1|3|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122967|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238224|121544771869|8|1|2009|8|8|270|0|0|0|0|5|2|0|1|76|35|3550308|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122968|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238229|122510162607|7|2|2009|8|8|270|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122968|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238323|123343688575|15|11|2008|8|9|270|0|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122968|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238137|120993917509|17|6|2008|8|9|270|0|0|0|0|5|1|2|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122968|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238347|123998265235|21|7|2008|8|9|270|0|0|0|0|5|2|0|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122968|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238308|123343336202|6|4|2009|8|8|270|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122968|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238242|122513339087|18|6|2008|8|9|270|0|0|0|0|5|2|3|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122968|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238260|122513342703|28|12|2007|9|10|270|0|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122968|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238332|123343637822|25|11|2008|8|9|270|0|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122968|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238333|123343637903|22|9|2008|8|9|270|0|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122968|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238257|122513618636|24|7|2008|8|9|270|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122968|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
2017|267238335|123343912122|15|8|2008|8|9|270|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|16|11122968|0|0|0|35063502|3|3506|35026|35|3543907|354390705|3|1|0|0|0|0|0|0|0|0|1|0|0
