NU_ANO_CENSO|ID_MATRICULA|CO_PESSOA_FISICA|NU_DIA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|NU_DURACAO_TURMA|NU_DUR_ATIV_COMP_MESMA_REDE|NU_DUR_ATIV_COMP_OUTRAS_REDES|NU_DUR_AEE_MESMA_REDE|NU_DUR_AEE_OUTRAS_REDES|NU_DIAS_ATIVIDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|TP_OUTRO_LOCAL_AULA|IN_TRANSPORTE_PUBLICO|TP_RESPONSAVEL_TRANSPORTE|IN_TRANSP_VANS_KOMBI|IN_TRANSP_MICRO_ONIBUS|IN_TRANSP_ONIBUS|IN_TRANSP_BICICLETA|IN_TRANSP_TR_ANIMAL|IN_TRANSP_OUTRO_VEICULO|IN_TRANSP_EMBAR_ATE5|IN_TRANSP_EMBAR_5A15|IN_TRANSP_EMBAR_15A35|IN_TRANSP_EMBAR_35|IN_TRANSP_TREM_METRO|IN_NECESSIDADE_ESPECIAL|IN_CEGUEIRA|IN_BAIXA_VISAO|IN_SURDEZ|IN_DEF_AUDITIVA|IN_SURDOCEGUEIRA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SINDROME_ASPERGER|IN_SINDROME_RETT|IN_TRANSTORNO_DI|IN_SUPERDOTACAO|IN_RECURSO_LEDOR|IN_RECURSO_TRANSCRICAO|IN_RECURSO_INTERPRETE|IN_RECURSO_LIBRAS|IN_RECURSO_LABIAL|IN_RECURSO_BRAILLE|IN_RECURSO_AMPLIADA_16|IN_RECURSO_AMPLIADA_20|IN_RECURSO_AMPLIADA_24|IN_RECURSO_NENHUM|TP_INGRESSO_FEDERAIS|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|ID_TURMA|CO_CURSO_EDUC_PROFISSIONAL|TP_UNIFICADA|TP_TIPO_TURMA|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2017|267229098|112174106867|21|9|2000|16|17|540|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122645|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229055|111646982575|17|6|2000|16|17|540|0|0|0|0|5|2|3|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122645|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229083|111949069582|26|12|2000|16|17|540|44|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122645|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229125|112062982436|17|9|2000|16|17|540|0|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122645|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229135|114682741712|1|4|2000|17|17|540|44|0|0|0|5|2|3|1|76|35|3550308|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122645|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229070|114192839520|23|5|2001|16|16|540|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229073|114682717412|5|4|2001|16|16|540|0|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229153|115588304305|1|8|2001|15|16|540|0|0|0|0|5|2|3|1|76|35|3550308|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229224|118552076569|7|5|2002|15|15|540|0|0|0|0|5|2|1|1|76|35|3547809|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229192|114460020806|3|9|2001|15|16|540|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229188|111571519490|19|11|2001|15|16|540|0|0|0|0|5|2|3|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229233|118448647075|26|5|2002|15|15|540|44|0|0|0|5|2|1|1|76|35|3550308|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229145|113383733318|10|7|2001|15|16|540|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229180|113229223143|4|5|2001|16|16|540|0|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229139|112398821578|24|12|2001|15|16|540|0|0|0|0|5|1|3|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229124|112666738905|6|1|2001|16|16|540|44|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229118|111643818812|17|12|2001|15|16|540|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229170|114984393814|1|6|2001|15|16|540|0|0|0|0|5|2|3|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229002|111195453581|3|10|1998|18|19|540|0|0|0|0|5|2|0|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122645|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229024|111046831134|30|12|1999|17|18|540|0|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122645|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229244|113644899028|12|8|2000|16|17|540|0|0|0|0|5|2|1|1|76|41|4115408|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122645|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229015|112703981480|3|5|2000|17|17|540|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122646|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229165|110895335270|9|9|2001|15|16|540|0|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229102|110740851755|20|4|2002|15|15|540|44|0|0|0|5|2|0|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229176|118635145541|12|12|2001|15|16|540|0|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229060|110515540713|3|1|2001|16|16|540|44|0|0|0|5|2|1|1|76|28|2800308|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229033|114380886394|13|9|2000|16|17|540|0|0|0|0|5|1|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229197|111417525575|13|11|2001|15|16|540|0|0|0|0|5|2|3|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229156|113757175025|2|1|2002|15|15|540|0|0|0|0|5|1|3|1|76|35|3522505|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229206|118635220420|27|1|2002|15|15|540|0|0|0|0|5|2|3|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229056|110591006730|18|6|2001|15|16|540|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229092|110855051115|20|4|2001|16|16|540|0|0|0|0|5|2|0|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229178|118576964090|7|11|2001|15|16|540|44|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229169|111643784306|6|4|2001|16|16|540|44|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229142|112854982249|17|7|2001|15|16|540|0|0|0|0|5|1|3|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229214|114197882725|22|7|2001|15|16|540|44|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|25|11122642|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229018|110967600293|4|9|2000|16|17|540|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122646|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229010|110518261289|21|10|1998|18|19|540|0|0|0|0|5|1|2|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122646|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229108|112172410941|12|7|2000|16|17|540|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122646|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229082|110892187459|9|1|2001|16|16|540|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122646|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229027|114908946166|2|10|2000|16|17|540|0|0|0|0|5|2|0|1|76|35|3534401|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122646|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229111|114686468697|15|9|2000|16|17|540|44|0|0|0|5|1|0|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122646|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229023|118639576423|21|5|2000|17|17|540|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122646|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
2017|267229091|113496925573|26|11|2000|16|17|540|0|0|0|0|5|2|1|1|76|35|3543907|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|27|11122646|0|0|0|35021748|3|3506|35026|35|3543907|354390705|2|1|0|0|0|0|0|0|0|0|1|0|0
